-5.000000 0.348598
-4.937500 0.348598
-4.875000 0.348598
-4.812500 0.348598
-4.750000 0.348598
-4.687500 0.348598
-4.625000 0.348598
-4.562500 0.348598
-4.500000 0.348598
-4.437500 0.348598
-4.375000 0.348598
-4.312500 0.348598
-4.250000 0.348598
-4.187500 0.348598
-4.125000 0.348598
-4.062500 0.348598
-4.000000 0.348598
-3.937500 0.348598
-3.875000 0.348598
-3.812500 0.348598
-3.750000 0.348598
-3.687500 0.348598
-3.625000 0.348598
-3.562500 0.348598
-3.500000 0.348598
-3.437500 0.348598
-3.375000 0.348598
-3.312500 0.348600
-3.250000 0.348603
-3.187500 0.348613
-3.125000 0.348640
-3.062500 0.348708
-3.000000 0.348870
-2.937500 0.349233
-2.875000 0.349994
-2.812500 0.351489
-2.750000 0.354238
-2.687500 0.358978
-2.625000 0.366635
-2.562500 0.378216
-2.500000 0.394602
-2.437500 0.416261
-2.375000 0.442942
-2.312500 0.473447
-2.250000 0.505598
-2.187500 0.536447
-2.125000 0.562728
-2.062500 0.581458
-2.000000 0.590511
-1.937500 0.589022
-1.875000 0.577511
-1.812500 0.557705
-1.750000 0.532125
-1.687500 0.503590
-1.625000 0.474732
-1.562500 0.447661
-1.500000 0.423795
-1.437500 0.403848
-1.375000 0.387949
-1.312500 0.375807
-1.250000 0.366889
-1.187500 0.360570
-1.125000 0.356239
-1.062500 0.353360
-1.000000 0.351500
-0.937500 0.350330
-0.875000 0.349612
-0.812500 0.349181
-0.750000 0.348927
-0.687500 0.348781
-0.625000 0.348699
-0.562500 0.348653
-0.500000 0.348627
-0.437500 0.348614
-0.375000 0.348606
-0.312500 0.348602
-0.250000 0.348600
-0.187500 0.348599
-0.125000 0.348599
-0.062500 0.348598
0.000000 0.348598
0.062500 0.348598
0.125000 0.348599
0.187500 0.348599
0.250000 0.348600
0.312500 0.348602
0.375000 0.348606
0.437500 0.348614
0.500000 0.348627
0.562500 0.348653
0.625000 0.348699
0.687500 0.348781
0.750000 0.348927
0.812500 0.349181
0.875000 0.349612
0.937500 0.350330
1.000000 0.351500
1.062500 0.353360
1.125000 0.356239
1.187500 0.360570
1.250000 0.366889
1.312500 0.375807
1.375000 0.387949
1.437500 0.403848
1.500000 0.423795
1.562500 0.447662
1.625000 0.474733
1.687500 0.503591
1.750000 0.532127
1.812500 0.557706
1.875000 0.577513
1.937500 0.589024
2.000000 0.590513
2.062500 0.581460
2.125000 0.562730
2.187500 0.536448
2.250000 0.505600
2.312500 0.473449
2.375000 0.442943
2.437500 0.416262
2.500000 0.394602
2.562500 0.378216
2.625000 0.366635
2.687500 0.358978
2.750000 0.354238
2.812500 0.351489
2.875000 0.349994
2.937500 0.349233
3.000000 0.348870
3.062500 0.348708
3.125000 0.348640
3.187500 0.348613
3.250000 0.348603
3.312500 0.348600
3.375000 0.348598
3.437500 0.348598
3.500000 0.348598
3.562500 0.348598
3.625000 0.348598
3.687500 0.348598
3.750000 0.348598
3.812500 0.348598
3.875000 0.348598
3.937500 0.348598
4.000000 0.348598
4.062500 0.348598
4.125000 0.348598
4.187500 0.348598
4.250000 0.348598
4.312500 0.348598
4.375000 0.348598
4.437500 0.348598
4.500000 0.348598
4.562500 0.348598
4.625000 0.348598
4.687500 0.348598
4.750000 0.348598
4.812500 0.348598
4.875000 0.348598
4.937500 0.348598
5.000000 0.348598
